gene_id	gene_name	transcript_id	chrom	strand	tss	tx_start	tx_end	length	pol2_signal
ENSG00000182541.18	LIMK2	ENST00000331728.9	chr22	+	31212298	31212298	31280080	67783	2.0425532
ENSG00000182544.9	MFSD5	ENST00000534842.1	chr12	+	53251586	53251586	53254405	2820	1.0
ENSG00000182545.7	RNASE10	ENST00000430083.2	chr14	+	20505537	20505537	20513884	8348	
ENSG00000182551.14	ADI1	ENST00000327435.11	chr2	-	3519531	3497366	3519531	22166	-6.0
ENSG00000182552.15	RWDD4	ENST00000326397.10	chr4	-	183659185	183639635	183659185	19551	-1.65
ENSG00000182557.9	SPNS3	ENST00000355530.7	chr17	+	4433940	4433940	4488204	54265	
ENSG00000182566.15	CLEC4G	ENST00000678118.1	chr19	-	7732171	7728958	7732171	3214	
ENSG00000182568.18	SATB1	ENST00000700180.1	chr3	-	18445598	18348780	18445598	96819	
ENSG00000182575.8	NXPH3	ENST00000328741.6	chr17	+	49575871	49575871	49583827	7957	1.3333334
ENSG00000182578.14	CSF1R	ENST00000286301.7	chr5	-	150113372	150053291	150113372	60082	-1.0
ENSG00000182580.3	EPHB3	ENST00000330394.3	chr3	+	184561785	184561785	184582408	20624	
ENSG00000182583.13	VCX	ENST00000381059.7	chrX	+	7842262	7842262	7844143	1882	
ENSG00000182585.10	EPGN	ENST00000413830.6	chr4	+	74308470	74308470	74316789	8320	1.0
ENSG00000182591.6	KRTAP11-1	ENST00000332378.6	chr21	-	30881580	30880644	30881580	937	
ENSG00000182600.10	SNORC	ENST00000448993.1	chr2	+	232857270	232857270	232870400	13131	1.1818181
ENSG00000182601.7	HS3ST4	ENST00000331351.6	chr16	+	25691959	25691959	26137685	445727	
ENSG00000182606.18	TRAK1	ENST00000487159.5	chr3	+	42013802	42013802	42225889	212088	3.787234
ENSG00000182612.11	TSPAN10	ENST00000696047.1	chr17	+	81637172	81637172	81648754	11583	1.7272727
ENSG00000182613.3	OR2V2	ENST00000641492.1	chr5	+	181147586	181147586	181159285	11700	
ENSG00000182621.19	PLCB1	ENST00000637919.1	chr20	+	8077251	8077251	8883199	805949	
ENSG00000182628.13	SKA2	ENST00000330137.12	chr17	-	59155186	59109857	59155186	45330	-1.7592592
ENSG00000182631.7	RXFP3	ENST00000330120.5	chr5	+	33936386	33936386	33938918	2533	
ENSG00000182634.9	OR10G7	ENST00000641585.1	chr11	-	124041325	124036013	124041325	5313	
ENSG00000182636.8	NDN	ENST00000649030.2	chr15	-	23687305	23685400	23687305	1906	-1.0
ENSG00000182645.6	CCDC172	ENST00000333254.4	chr10	+	116324448	116324448	116380029	55582	
ENSG00000182652.4	OR4Q3	ENST00000642117.2	chr14	+	19743571	19743571	19749469	5899	
ENSG00000182667.15	NTM	ENST00000374791.7	chr11	+	131370478	131370478	132336822	966345	
ENSG00000182670.14	TTC3	ENST00000418766.6	chr21	+	37073254	37073254	37203107	129854	2.5084746
ENSG00000182674.6	KCNB2	ENST00000523207.2	chr8	+	72537225	72537225	72938349	401125	
ENSG00000182676.5	PPP1R27	ENST00000330261.5	chr17	-	81835050	81833492	81835050	1559	-1.2222222
ENSG00000182685.8	BRICD5	ENST00000328540.8	chr16	-	2210863	2209253	2210863	1611	-1.2888889
ENSG00000182687.4	GALR2	ENST00000329003.4	chr17	+	76074781	76074781	76077537	2757	
ENSG00000182698.12	RESP18	ENST00000333527.6	chr2	-	219333177	219327407	219333177	5771	
ENSG00000182700.5	IGIP	ENST00000333305.5	chr5	+	140125937	140125937	140129392	3456	1.0
ENSG00000182704.8	TSKU	ENST00000612930.1	chr11	+	76782313	76782313	76798153	15841	
ENSG00000182712.16	CMC4	ENST00000369484.8	chrX	-	155071136	155061622	155071136	9515	-2.5517242
ENSG00000182718.18	ANXA2	ENST00000559818.6	chr15	-	60398742	60347144	60398742	51599	-2.4705882
ENSG00000182732.18	RGS6	ENST00000553525.6	chr14	+	71932429	71932429	72566530	634102	
ENSG00000182742.6	HOXB4	ENST00000332503.6	chr17	-	48578350	48575507	48578350	2844	-2.4107144
ENSG00000182747.5	SLC35D3	ENST00000331858.5	chr6	+	136922301	136922301	136925660	3360	1.3333334
ENSG00000182749.6	PAQR7	ENST00000675840.1	chr1	-	25875708	25861484	25875708	14225	-1.137931
ENSG00000182752.10	PAPPA	ENST00000328252.4	chr9	+	116153791	116153791	116402321	248531	
ENSG00000182759.4	MAFA	ENST00000333480.3	chr8	-	143430732	143428064	143430732	2669	-3.7058823
ENSG00000182768.9	NGRN	ENST00000411845.3	chr15	+	90266343	90266343	90275778	9436	1.24
ENSG00000182771.19	GRID1	ENST00000327946.12	chr10	-	86366795	85599552	86366795	767244	
ENSG00000182774.13	RPS17	ENST00000647841.1	chr15	-	82540457	82536750	82540457	3708	-2.8941176
ENSG00000182782.8	HCAR2	ENST00000328880.6	chr12	-	122703357	122701293	122703357	2065	
ENSG00000182783.6	OR2T29	ENST00000641069.1	chr1	-	248562772	248556912	248562772	5861	
ENSG00000182791.5	CCDC87	ENST00000333861.5	chr11	-	66593063	66590176	66593063	2888	-1.5882353
ENSG00000182793.12	GSTA5	ENST00000370989.7	chr6	-	52840813	52831848	52840813	8966	
ENSG00000182795.13	C1orf116	ENST00000359470.6	chr1	-	207032756	207018522	207032756	14235	-1.6428572
ENSG00000182798.10	MAGEB17	ENST00000400004.6	chrX	+	16167481	16167481	16171464	3984	
ENSG00000182809.11	CRIP2	ENST00000483017.7	chr14	+	105472962	105472962	105479694	6733	
ENSG00000182810.7	DDX28	ENST00000332395.7	chr16	-	68023232	68020916	68023232	2317	-2.9473684
ENSG00000182816.9	KRTAP13-2	ENST00000399889.4	chr21	-	30372271	30371390	30372271	882	
ENSG00000182827.9	ACBD3	ENST00000366812.6	chr1	-	226186741	226144679	226186741	42063	-9.394366
ENSG00000182831.12	HAPSTR1	ENST00000327827.12	chr16	+	9091644	9091644	9121635	29992	16.594059
ENSG00000182836.11	PLCXD3	ENST00000377801.8	chr5	-	41510601	41306952	41510601	203650	
ENSG00000182853.12	VMO1	ENST00000354194.4	chr17	-	4786433	4785285	4786433	1149	-1.0
ENSG00000182854.8	OR4F15	ENST00000332238.5	chr15	+	101812202	101812202	101820197	7996	
ENSG00000182858.14	ALG12	ENST00000330817.11	chr22	-	49918438	49900229	49918438	18210	-2.0952382
ENSG00000182866.18	LCK	ENST00000495610.7	chr1	+	32251256	32251256	32286165	34910	1.0
ENSG00000182870.13	GALNT9	ENST00000328957.13	chr12	-	132329589	132196372	132329589	133218	
ENSG00000182871.16	COL18A1	ENST00000651438.1	chr21	+	45405165	45405165	45513720	108556	3.4848485
ENSG00000182872.16	RBM10	ENST00000377604.8	chrX	+	47145221	47145221	47186813	41593	2.4423077
ENSG00000182885.17	ADGRG3	ENST00000333493.9	chr16	+	57668306	57668306	57689378	21073	1.0909091
ENSG00000182890.5	GLUD2	ENST00000328078.3	chrX	+	121047610	121047610	121050094	2485	1.1666666
ENSG00000182896.13	TMEM95	ENST00000389982.8	chr17	+	7355123	7355123	7357218	2096	1.2
ENSG00000182898.4	TCHHL1	ENST00000368806.2	chr1	-	152089064	152084141	152089064	4924	
ENSG00000182899.17	RPL35A	ENST00000647248.2	chr3	+	197950190	197950190	197956610	6421	5.3076925
ENSG00000182901.18	RGS7	ENST00000690539.1	chr1	-	241357374	240767636	241357374	589739	
ENSG00000182902.14	SLC25A18	ENST00000327451.11	chr22	+	17563498	17563498	17590995	27498	1.0
ENSG00000182903.16	ZNF721	ENST00000511833.3	chr4	-	499156	439988	499156	59169	-6.142857
ENSG00000182916.8	TCEAL7	ENST00000332431.5	chrX	+	103330239	103330239	103332326	2088	
ENSG00000182919.15	C11orf54	ENST00000528288.5	chr11	+	93741591	93741591	93764749	23159	3.0555556
ENSG00000182923.20	CEP63	ENST00000683931.1	chr3	+	134486226	134486226	134587789	101564	2.3055556
ENSG00000182931.10	WFDC10B	ENST00000330523.10	chr20	-	45705019	45684651	45705019	20369	
ENSG00000182934.12	SRPRA	ENST00000332118.11	chr11	-	126268895	126262938	126268895	5958	-4.0740743
ENSG00000182938.7	OTOP3	ENST00000328801.6	chr17	+	74935898	74935898	74949992	14095	
ENSG00000182944.18	EWSR1	ENST00000629659.2	chr22	+	29268009	29268009	29300524	32516	
ENSG00000182950.3	CIMAP1C	ENST00000332145.3	chr15	+	75724041	75724041	75727688	3648	1.5
ENSG00000182952.5	HMGN4	ENST00000377575.3	chr6	+	26538366	26538366	26546933	8568	4.0
ENSG00000182957.16	SPATA13	ENST00000424834.6	chr13	+	23979805	23979805	24307069	327265	1.0
ENSG00000182963.11	GJC1	ENST00000590758.3	chr17	-	44830813	44798448	44830813	32366	-1.0
ENSG00000182968.5	SOX1	ENST00000330949.3	chr13	+	112067149	112067149	112071706	4558	
ENSG00000182973.20	CNOT10	ENST00000328834.10	chr3	+	32685188	32685188	32773875	88688	2.88
ENSG00000182974.3	OR4M2B	ENST00000332663.3	chr15	+	21637909	21637909	21638992	1084	
ENSG00000182979.18	MTA1	ENST00000435036.6	chr14	+	105419820	105419820	105470727	50908	1.2413793
ENSG00000182983.15	ZNF662	ENST00000440367.7	chr3	+	42906142	42906142	42919334	13193	1.1666666
ENSG00000182985.19	CADM1	ENST00000331581.11	chr11	-	115504415	115169236	115504415	335180	
ENSG00000182986.15	ZNF320	ENST00000673631.1	chr19	-	52897693	52860851	52897693	36843	-4.293103
ENSG00000182993.5	C12orf60	ENST00000330828.3	chr12	+	14803670	14803670	14824415	20746	3.475
ENSG00000183010.17	PYCR1	ENST00000582198.5	chr17	-	81942412	81933356	81942412	9057	
ENSG00000183011.14	NAA38	ENST00000576861.5	chr17	-	7885209	7856686	7885209	28524	-1.3333334
ENSG00000183018.9	SPNS2	ENST00000329078.8	chr17	+	4498881	4498881	4539035	40155	
ENSG00000183019.8	MCEMP1	ENST00000333598.8	chr19	+	7677090	7677090	7679829	2740	1.0
ENSG00000183020.15	AP2A2	ENST00000332231.9	chr11	+	925809	925809	1012245	86437	2.235294
ENSG00000183023.19	SLC8A1	ENST00000405269.5	chr2	-	40611053	40115250	40611053	495804	
ENSG00000183024.4	OR1G1	ENST00000328890.3	chr17	-	3127551	3126610	3127551	942	
ENSG00000183032.12	SLC25A21	ENST00000331299.6	chr14	-	37172606	36677921	37172606	494686	-2.8666666
ENSG00000183034.13	OTOP2	ENST00000580223.2	chr17	+	74922950	74922950	74933912	10963	1.0
ENSG00000183035.13	CYLC1	ENST00000621735.4	chrX	+	83861126	83861126	83886699	25574	
ENSG00000183036.11	PCP4	ENST00000328619.10	chr21	+	39867438	39867438	39929392	61955	
ENSG00000183044.12	ABAT	ENST00000268251.13	chr16	+	8674617	8674617	8784570	109954	1.0
ENSG00000183048.12	SLC25A10	ENST00000545862.5	chr17	+	81712236	81712236	81721016	8781	1.9142857
ENSG00000183049.14	CAMK1D	ENST00000619168.5	chr10	+	12349547	12349547	12835545	485999	1.125
ENSG00000183054.13	RGPD6	ENST00000696448.1	chr2	-	110610840	110513963	110610840	96878	
ENSG00000183060.16	LYSMD4	ENST00000545021.2	chr15	-	99733444	99727401	99733444	6044	-1.92
ENSG00000183066.15	WBP2NL	ENST00000328823.13	chr22	+	41998788	41998788	42028475	29688	1.0
ENSG00000183067.6	IGSF5	ENST00000380588.5	chr21	+	39745183	39745183	39802081	56899	
ENSG00000183072.10	NKX2-5	ENST00000329198.5	chr5	-	173235206	173232109	173235206	3098	
ENSG00000183077.16	AFMID	ENST00000409257.10	chr17	+	78187362	78187362	78207702	20341	2.16
ENSG00000183087.15	GAS6	ENST00000327773.7	chr13	-	113864076	113820549	113864076	43528	-1.8611112
ENSG00000183090.5	FREM3	ENST00000329798.5	chr4	-	143700675	143577302	143700675	123374	
ENSG00000183091.21	NEB	ENST00000409198.5	chr2	-	151734487	151485336	151734487	249152	-1.6
ENSG00000183092.18	BEGAIN	ENST00000554140.3	chr14	-	100587417	100537147	100587417	50271	-1.0
ENSG00000183098.12	GPC6	ENST00000377047.9	chr13	+	93226807	93226807	94408020	1181214	1.0
ENSG00000183111.12	ARHGEF37	ENST00000333677.7	chr5	+	149581498	149581498	149634968	53471	
ENSG00000183114.8	FAM43B	ENST00000332947.6	chr1	+	20552573	20552573	20555020	2448	1.0
ENSG00000183117.20	CSMD1	ENST00000635120.2	chr8	-	4994914	2935361	4994914	2059554	
ENSG00000183128.7	CALHM3	ENST00000369783.4	chr10	-	103479240	103472804	103479240	6437	-1.0
ENSG00000183134.5	PTGDR2	ENST00000332539.5	chr11	-	60855950	60850933	60855950	5018	-1.0
ENSG00000183137.16	CEP57L1	ENST00000517392.6	chr6	+	109095507	109095507	109174418	78912	1.6451613
ENSG00000183145.9	RIPPLY3	ENST00000329553.3	chr21	+	37006702	37006702	37019662	12961	
ENSG00000183150.8	GPR19	ENST00000651487.1	chr12	-	12696183	12660890	12696183	35294	-2.9473684
ENSG00000183153.7	GJD3	ENST00000578689.2	chr17	-	40364737	40360652	40364737	4086	
ENSG00000183155.5	RABIF	ENST00000367262.4	chr1	-	202889149	202878282	202889149	10868	-5.919355
ENSG00000183160.9	TMEM119	ENST00000392806.4	chr12	-	108598084	108589851	108598084	8234	
ENSG00000183161.6	FANCF	ENST00000327470.6	chr11	-	22625823	22622533	22625823	3291	-1.6428572
ENSG00000183166.12	CALN1	ENST00000395276.6	chr7	-	72447061	71779491	72447061	667571	
ENSG00000183172.9	SMDT1	ENST00000331479.4	chr22	+	42079700	42079700	42084284	4585	1.4210526
ENSG00000183185.10	GABRR3	ENST00000472788.6	chr3	-	98035315	97985102	98035315	50214	
ENSG00000183186.8	C2CD4C	ENST00000332235.8	chr19	-	409147	405445	409147	3703	-1.0
ENSG00000183196.10	CHST6	ENST00000332272.9	chr16	-	75495441	75472052	75495441	23390	-2.0
ENSG00000183206.18	POTEC	ENST00000358970.10	chr18	-	14543600	14507339	14543600	36262	
ENSG00000183207.15	RUVBL2	ENST00000601968.5	chr19	+	48993562	48993562	49015892	22331	1.5714285
ENSG00000183208.13	GDPGP1	ENST00000558017.5	chr15	+	90233808	90233808	90245811	12004	1.0
ENSG00000183230.18	CTNNA3	ENST00000684154.1	chr10	-	67763637	65912457	67763637	1851181	-1.0
ENSG00000183246.8	RIMBP3C	ENST00000433039.2	chr22	-	21551461	21545666	21551461	5796	
ENSG00000183248.12	PRR36	ENST00000618550.5	chr19	-	7874390	7868719	7874390	5672	-1.0
ENSG00000183251.4	OR51B4	ENST00000380224.2	chr11	-	5301946	5301014	5301946	933	-1.3
ENSG00000183255.12	PTTG1IP	ENST00000445724.3	chr21	-	44873903	44849586	44873903	24318	-1.0
ENSG00000183258.12	DDX41	ENST00000330503.12	chr5	-	177516961	177511577	177516961	5385	-4.0833335
ENSG00000183260.7	ABHD16B	ENST00000369916.5	chr20	+	63861498	63861498	63862988	1491	
ENSG00000183269.6	OR52E8	ENST00000537935.2	chr11	-	5857690	5856749	5857690	942	
ENSG00000183273.7	CCDC60	ENST00000327554.3	chr12	+	119334729	119334729	119541040	206312	
ENSG00000183281.15	PLGLB1	ENST00000409310.6	chr2	-	87021852	87002559	87021852	19294	
ENSG00000183283.16	DAZAP2	ENST00000604900.5	chr12	+	51238886	51238886	51271362	32477	4.0212765
ENSG00000183287.15	CCBE1	ENST00000649564.1	chr18	-	59697662	59430939	59697662	266724	
ENSG00000183291.18	SELENOF	ENST00000331835.10	chr1	-	86914126	86862445	86914126	51682	-2.3965516
ENSG00000183303.3	OR5P2	ENST00000329434.3	chr11	-	7796942	7795974	7796942	969	
ENSG00000183304.10	FAM9A	ENST00000381003.7	chrX	-	8801383	8790795	8801383	10589	
ENSG00000183305.14	MAGEA2B	ENST00000331220.6	chrX	+	152714586	152714586	152718606	4021	
ENSG00000183307.4	TMEM121B	ENST00000399875.1	chr22	-	17121367	17116299	17121367	5069	
ENSG00000183309.12	ZNF623	ENST00000526926.6	chr8	+	143636019	143636019	143653730	17712	3.7051282
ENSG00000183310.3	OR2T34	ENST00000328782.3	chr1	-	248574757	248573801	248574757	957	
ENSG00000183313.4	OR52L1	ENST00000332249.4	chr11	-	5986985	5985892	5986985	1094	
ENSG00000183317.17	EPHA10	ENST00000427468.6	chr1	-	37765066	37715854	37765066	49213	
ENSG00000183318.12	SPDYE4	ENST00000688021.1	chr17	-	8758552	8747524	8758552	11029	
ENSG00000183323.13	CCDC125	ENST00000396496.7	chr5	-	69332801	69280175	69332801	52627	-2.2765958
ENSG00000183324.11	REC114	ENST00000331090.11	chr15	+	73443164	73443164	73560013	116850	
ENSG00000183336.9	BOLA2	ENST00000330978.4	chr16	-	29454351	29453593	29454351	759	
ENSG00000183337.18	BCOR	ENST00000378455.8	chrX	-	40177329	40051246	40177329	126084	-1.6666666
ENSG00000183340.7	JRKL	ENST00000332349.5	chr11	+	96390013	96390013	96393561	3549	2.8125
ENSG00000183346.9	CABCOCO1	ENST00000648843.3	chr10	+	61662929	61662929	61766766	103838	
ENSG00000183347.15	GBP6	ENST00000370456.5	chr1	+	89364059	89364059	89388160	24102	
ENSG00000183354.12	BRD10	ENST00000399933.8	chr9	-	6008482	5919022	6008482	89461	-1.8076923
ENSG00000183378.13	OVCH2	ENST00000533663.6	chr11	-	7706477	7689437	7706477	17041	
ENSG00000183379.9	SYNDIG1L	ENST00000331628.8	chr14	-	74426210	74405899	74426210	20312	
ENSG00000183386.11	FHL3	ENST00000850578.1	chr1	-	38005514	37996764	38005514	8751	-8.6705885
ENSG00000183389.5	OR56A4	ENST00000641156.1	chr11	-	6006946	5999445	6006946	7502	
ENSG00000183395.5	PMCH	ENST00000329406.5	chr12	-	102197833	102196459	102197833	1375	
ENSG00000183396.4	TMEM89	ENST00000330862.4	chr3	-	48621769	48620759	48621769	1011	-1.5
ENSG00000183397.6	TEKTIP1	ENST00000681976.1	chr19	+	3539171	3539171	3544030	4860	1.15
ENSG00000183401.12	CCDC159	ENST00000588790.5	chr19	+	11345301	11345301	11354944	9644	
ENSG00000183421.12	RIPK4	ENST00000352483.3	chr21	-	41767089	41739369	41767089	27721	
ENSG00000183423.12	LRIT3	ENST00000594814.6	chr4	+	109848107	109848107	109872315	24209	1.0
ENSG00000183426.17	NPIPA1	ENST00000328085.10	chr16	+	14937443	14937443	14952056	14614	
ENSG00000183431.12	SF3A3	ENST00000373019.5	chr1	-	37990022	37956975	37990022	33048	-3.5631068
ENSG00000183434.10	TFDP3	ENST00000310125.5	chrX	-	133218354	133216662	133218354	1693	
ENSG00000183439.10	TRIM61	ENST00000329314.6	chr4	-	164977657	164954446	164977657	23212	-1.0
ENSG00000183454.19	GRIN2A	ENST00000396573.6	chr16	-	10182754	9753404	10182754	429351	
ENSG00000183463.7	URAD	ENST00000332715.6	chr13	-	27988693	27977717	27988693	10977	
ENSG00000183474.16	GTF2H2C	ENST00000380729.8	chr5	+	69560191	69560191	69595221	35031	1.2857143
ENSG00000183475.13	ASB7	ENST00000332783.12	chr15	+	100602589	100602589	100651701	49113	1.2777778
ENSG00000183476.13	SH2D7	ENST00000409568.6	chr15	+	78077808	78077808	78104370	26563	1.0
ENSG00000183479.13	TREX2	ENST00000334497.7	chrX	-	153470587	153444473	153470587	26115	-2.9736843
ENSG00000183484.12	GPR132	ENST00000392585.2	chr14	-	105065445	105049397	105065445	16049	-1.0
ENSG00000183486.14	MX2	ENST00000330714.8	chr21	+	41362027	41362027	41409393	47367	
ENSG00000183495.15	EP400	ENST00000389561.7	chr12	+	131949942	131949942	132080460	130519	1.8125
ENSG00000183496.6	MEX3B	ENST00000558133.1	chr15	-	82046119	82041787	82046119	4333	-2.488889
ENSG00000183508.5	TENT5C	ENST00000369448.4	chr1	+	117606048	117606048	117628389	22342	12.38806
ENSG00000183513.9	COA5	ENST00000328709.8	chr2	-	98608512	98599314	98608512	9199	-2.413793
ENSG00000183520.12	UTP11	ENST00000373014.5	chr1	+	38012734	38012734	38024820	12087	4.4745765
ENSG00000183527.12	PSMG1	ENST00000331573.8	chr21	-	39183451	39174769	39183451	8683	-6.0935254
ENSG00000183530.14	PRR14L	ENST00000327423.11	chr22	-	31750132	31681347	31750132	68786	-3.1875
ENSG00000183542.7	KLRC4	ENST00000718241.1	chr12	-	10409757	10403059	10409757	6699	-1.0
ENSG00000183549.10	ACSM5	ENST00000331849.8	chr16	+	20409534	20409534	20441336	31803	1.0
ENSG00000183559.12	C10orf120	ENST00000329446.5	chr10	-	122699846	122697709	122699846	2138	
ENSG00000183560.10	IZUMO1R	ENST00000687084.1	chr11	+	94304580	94304580	94308146	3567	
ENSG00000183569.18	SERHL2	ENST00000340239.8	chr22	+	42553862	42553862	42574381	20520	8.485714
ENSG00000183570.17	PCBP3	ENST00000400314.5	chr21	+	45643694	45643694	45942454	298761	1.0
ENSG00000183571.11	PGPEP1L	ENST00000535714.2	chr15	-	99007792	98968229	99007792	39564	-1.1428572
ENSG00000183576.13	SETD3	ENST00000331768.10	chr14	-	99480859	99397748	99480859	83112	-1.5555556
ENSG00000183578.8	TNFAIP8L3	ENST00000327536.5	chr15	-	51105276	51056598	51105276	48679	
ENSG00000183579.16	ZNRF3	ENST00000544604.7	chr22	+	28883572	28883572	29057488	173917	2.59375
ENSG00000183580.10	FBXL7	ENST00000504595.2	chr5	+	15500180	15500180	15939793	439614	
ENSG00000183597.16	TANGO2	ENST00000401886.5	chr22	+	20017014	20017014	20065358	48345	1.9166666
ENSG00000183598.4	H3C13	ENST00000331491.2	chr1	-	149813693	149813225	149813693	469	-1.0
ENSG00000183605.17	SFXN4	ENST00000355697.7	chr10	-	119165714	119140767	119165714	24948	-1.5454545
ENSG00000183607.10	GKN2	ENST00000328895.9	chr2	-	68952893	68945232	68952893	7662	
ENSG00000183615.6	FAM167B	ENST00000373582.4	chr1	+	32247222	32247222	32248856	1635	
ENSG00000183617.5	MRPL54	ENST00000589174.1	chr19	+	3762705	3762705	3768575	5871	2.0
ENSG00000183621.15	ZNF438	ENST00000452305.5	chr10	-	31031937	30844638	31031937	187300	-1.4
ENSG00000183624.14	HMCES	ENST00000383463.9	chr3	+	129278870	129278870	129306186	27317	2.4520547
ENSG00000183625.16	CCR3	ENST00000357422.2	chr3	+	46163604	46163604	46266615	103012	1.0
ENSG00000183628.14	DGCR6	ENST00000413981.5	chr22	+	18906028	18906028	18912088	6061	
ENSG00000183629.14	GOLGA8G	ENST00000525590.3	chr15	-	28532971	28519611	28532971	13361	
ENSG00000183631.5	PRR32	ENST00000371125.4	chrX	+	126819729	126819729	126821786	2058	
ENSG00000183632.15	TP53TG3	ENST00000398682.5	chr16	-	32676165	32673530	32676165	2636	
ENSG00000183638.6	RP1L1	ENST00000382483.4	chr8	-	10655143	10606349	10655143	48795	
ENSG00000183640.6	KRTAP8-1	ENST00000329621.6	chr21	-	30813274	30812697	30813274	578	
ENSG00000183644.14	HOATZ	ENST00000375618.9	chr11	+	111514778	111514778	111537043	22266	
ENSG00000183647.11	ZNF530	ENST00000597864.1	chr19	+	57599903	57599903	57612722	12820	1.7619047
ENSG00000183648.11	NDUFB1	ENST00000329559.8	chr14	-	92121917	92116123	92121917	5795	-1.1538461
ENSG00000183654.9	MARCHF11	ENST00000332432.9	chr5	-	16179791	16067139	16179791	112653	
ENSG00000183655.13	KLHL25	ENST00000337975.6	chr15	-	85794925	85759326	85794925	35600	-1.0
ENSG00000183662.12	TAFA1	ENST00000478136.6	chr3	+	68004247	68004247	68545621	541375	
ENSG00000183665.5	TRMT12	ENST00000328599.4	chr8	+	124450820	124450820	124453026	2207	4.243243
ENSG00000183668.18	PSG9	ENST00000418820.6	chr19	-	43269530	43211791	43269530	57740	
ENSG00000183671.13	CMKLR2	ENST00000407325.6	chr2	-	206218024	206175316	206218024	42709	
ENSG00000183682.8	BMP8A	ENST00000331593.6	chr1	+	39491636	39491636	39529869	38234	1.1666666
ENSG00000183684.8	ALYREF	ENST00000505490.3	chr17	-	81891586	81887835	81891586	3752	-4.338028
ENSG00000183688.4	RFLNB	ENST00000329099.4	chr17	-	445939	439978	445939	5962	-1.0
ENSG00000183690.13	EFHC2	ENST00000420999.2	chrX	-	44343672	44147872	44343672	195801	-1.0
ENSG00000183691.6	NOG	ENST00000332822.6	chr17	+	56593699	56593699	56595611	1913	
ENSG00000183695.3	MRGPRX2	ENST00000329773.3	chr11	-	19060717	19054455	19060717	6263	
ENSG00000183696.14	UPP1	ENST00000331803.8	chr7	+	48088644	48088644	48108733	20090	1.1538461
ENSG00000183706.6	OR4N4	ENST00000328795.6	chr15	+	22094522	22094522	22095862	1341	
ENSG00000183709.8	IFNL2	ENST00000331982.6	chr19	+	39268396	39268396	39270188	1793	
ENSG00000183715.15	OPCML	ENST00000524381.6	chr11	-	133532501	132414981	133532501	1117521	
ENSG00000183718.6	TRIM52	ENST00000503005.2	chr5	-	181261072	181254077	181261072	6996	-6.259259
ENSG00000183722.9	LHFPL6	ENST00000379589.4	chr13	-	39603193	39342892	39603193	260302	
ENSG00000183723.13	CMTM4	ENST00000394106.7	chr16	-	66696743	66614750	66696743	81994	-2.457627
ENSG00000183726.11	TMEM50A	ENST00000374358.5	chr1	+	25338334	25338334	25362361	24028	3.728395
ENSG00000183733.6	FIGLA	ENST00000332372.6	chr2	-	70790643	70777310	70790643	13334	
ENSG00000183734.5	ASCL2	ENST00000331289.5	chr11	-	2270588	2268498	2270588	2091	-1.0
ENSG00000183735.11	TBK1	ENST00000331710.10	chr12	+	64452120	64452120	64502114	49995	2.9777777
ENSG00000183741.12	CBX6	ENST00000407418.8	chr22	-	38872216	38861422	38872216	10795	-2.368421
ENSG00000183742.13	MACC1	ENST00000400331.10	chr7	-	20217384	20134655	20217384	82730	-2.0227273
ENSG00000183747.12	ACSM2A	ENST00000573854.6	chr16	+	20451521	20451521	20487669	36149	
ENSG00000183751.16	TBL3	ENST00000568546.6	chr16	+	1972053	1972053	1982929	10877	6.1764708
ENSG00000183753.10	BPY2	ENST00000331070.8	chrY	+	22984263	22984263	23005465	21203	
ENSG00000183760.11	ACP7	ENST00000331256.10	chr19	+	39084368	39084368	39111493	27126	
ENSG00000183762.13	KREMEN1	ENST00000327813.9	chr22	+	29073118	29073118	29168333	95216	1.1666666
ENSG00000183763.9	TRAIP	ENST00000331456.7	chr3	-	49856564	49828601	49856564	27964	-2.1142857
ENSG00000183765.24	CHEK2	ENST00000348295.7	chr22	-	28741834	28687743	28741834	54092	-1.2272727
ENSG00000183770.7	FOXL2	ENST00000648323.1	chr3	-	138947137	138944224	138947137	2914	-3.90625
ENSG00000183773.16	AIFM3	ENST00000399167.6	chr22	+	20965108	20965108	20981360	16253	
ENSG00000183775.11	KCTD16	ENST00000512467.6	chr5	+	144170873	144170873	144485686	314814	1.5714285
ENSG00000183778.19	B3GALT5	ENST00000380620.8	chr21	+	39556442	39556442	39673137	116696	
ENSG00000183779.7	ZNF703	ENST00000331569.6	chr8	+	37695782	37695782	37700019	4238	1.875
ENSG00000183780.13	SLC35F3	ENST00000366618.8	chr1	+	233904676	233904676	234324511	419836	1.0
ENSG00000183783.7	KCTD8	ENST00000360029.4	chr4	-	44448809	44173903	44448809	274907	
ENSG00000183785.16	TUBA8	ENST00000679963.1	chr22	+	18110100	18110100	18146683	36584	1.0
ENSG00000183793.14	NPIPA5	ENST00000534094.1	chr16	-	15381047	15365174	15381047	15874	
ENSG00000183795.8	BPY2B	ENST00000382392.5	chrY	+	24618004	24618004	24639207	21204	
ENSG00000183798.5	EMILIN3	ENST00000332312.4	chr20	-	41366818	41359962	41366818	6857	-1.0
ENSG00000183801.8	OLFML1	ENST00000329293.4	chr11	+	7485506	7485506	7511377	25872	
ENSG00000183807.8	FAM162B	ENST00000368557.6	chr6	-	116765719	116752197	116765719	13523	
ENSG00000183808.12	RBM12B	ENST00000399300.7	chr8	-	93741017	93728155	93741017	12863	-4.1022725
